what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1514651108587
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1514651108587
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.0.101.R35x_v20090721,"org.eclipse.equinox.p2.artifact.repository",1514651108588
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1514651108589
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1514651108597
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1514651108597
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1514651108598
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1514651108599
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.extensionlocation",1514651108599
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1514651108600
started,bundle,org.eclipse.equinox.p2.metadata,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.metadata",1514651108601
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1514651108602
started,bundle,org.eclipse.equinox.p2.publisher,1.0.1.R35x_20100105,"org.eclipse.equinox.p2.publisher",1514651108603
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1514651108604
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1514651108648
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,1.0.101.R35x_20090820-1821,"org.eclipse.equinox.p2.touchpoint.eclipse",1514651108649
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1514651108649
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1514651108658
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1514651108659
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1514651108659
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1514651108797
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1514651108798
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1514651108814
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1514651108814
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1514651108814
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1514651108815
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1514651108815
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1514651108815
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1514651108817
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1514651108817
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1514651108817
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1514651108819
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1514651108819
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1514651108838
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1514651108839
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1514651108839
started,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1514651108839
started,bundle,org.eclipse.ui.navigator,3.4.2.M20100120-0800,"org.eclipse.ui.navigator",1514651108840
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1514651108840
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1514651108840
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1514651108841
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1514651108842
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1514651108842
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1514651108865
started,bundle,org.eclipse.egit.core,1.0.0.201106090707-r,"org.eclipse.egit.core",1514651108865
started,bundle,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui",1514651108866
started,bundle,org.eclipse.jgit,1.0.0.201106090707-r,"org.eclipse.jgit",1514651108866
os,sysinfo,,,"win32",1514651108868
arch,sysinfo,,,"x86",1514651108868
ws,sysinfo,,,"win32",1514651108868
locale,sysinfo,,,"en_US",1514651108868
processors,sysinfo,,,"4",1514651108868
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1514651108868
java.runtime.version,sysinfo,,,"1.8.0_151-b12",1514651108868
java.specification.name,sysinfo,,,"Java Platform API Specification",1514651108868
java.specification.vendor,sysinfo,,,"Oracle Corporation",1514651108868
java.specification.version,sysinfo,,,"1.8",1514651108868
java.vendor,sysinfo,,,"Oracle Corporation",1514651108868
java.version,sysinfo,,,"1.8.0_151",1514651108868
java.vm.info,sysinfo,,,"mixed mode",1514651108868
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1514651108868
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1514651108868
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1514651108868
java.vm.specification.version,sysinfo,,,"1.8",1514651108868
java.vm.vendor,sysinfo,,,"Oracle Corporation",1514651108868
java.vm.version,sysinfo,,,"25.151-b12",1514651108868
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1514651108875
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1514651108984
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1514651109400
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1514651109409
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1514651109770
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1514651109811
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1514651109961
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1514651109993
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1514651110122
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1514651110435
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1514651110502
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1514651110675
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514651111668
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514651111720
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1514651111764
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651121623
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1514651121782
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651127974
error,log,,,"Unable to find view with id: org.eclipse.jdt.ui.PackageExplorer, when creating perspective org.eclipse.egit.ui.GitRepositoryExploring",1514651127994
error,log,,,"Part already exists in page layout: org.eclipse.egit.ui.RepositoriesView.",1514651127999
opened,view,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesView",1514651128655
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.0.I20090429-1800,"org.eclipse.ui.views.properties.tabbed",1514651128767
error,log,,,"Contributor org.eclipse.ui.navigator.ProjectExplorer cannot be created.",1514651128865
opened,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1514651128969
activated,perspective,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.GitRepositoryExploring",1514651128979
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1514651128983
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.perspectives.showPerspective",1514651129039
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.perspectives.showPerspective",1514651129039
activated,view,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesView",1514651137570
activated,perspective,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.CPerspective",1514651149517
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1514651149523
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651163900
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651174202
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651185080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651191886
activated,perspective,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.GitRepositoryExploring",1514651191912
activated,view,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesView",1514651191920
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.perspectives.showPerspective",1514651191969
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.perspectives.showPerspective",1514651191969
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651211635
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651240076
executed,command,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesViewCreateRepository",1514651240102
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651255469
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651261915
executed,command,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesViewNewRemote",1514651261938
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651265408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651399315
activated,perspective,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.CPerspective",1514651415641
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1514651415647
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514651416654
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651422971
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651501207
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1514651501230
started,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.201002161416,"org.eclipse.cdt.managedbuilder.core",1514651501342
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1514651502369
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1514651502488
started,bundle,org.eclipse.cdt.make.core,6.0.0.201002161416,"org.eclipse.cdt.make.core",1514651502582
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1514651504084
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651507784
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651541147
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1514651551305
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1514651554094
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651554171
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651554456
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514651560260
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651566340
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651571273
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651573178
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1514651573189
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651573590
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651574929
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1514651580031
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651596081
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514651615973
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1514651697998
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1514651700525
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651704208
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651704285
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514651716024
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651729474
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651753805
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651761196
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651763586
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651833079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651891744
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1514651896062
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1514651906771
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651906955
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651908551
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1514651908587
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1514651908587
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651920969
started,bundle,org.eclipse.cdt.debug.core,6.0.0.201002161416,"org.eclipse.cdt.debug.core",1514651924233
started,bundle,org.eclipse.cdt.launch,6.0.0.201002161416,"org.eclipse.cdt.launch",1514651924236
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651924432
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1514651924467
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.rename",1514651924467
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651936146
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651940551
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1514651940586
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.rename",1514651940587
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651948644
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651955701
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1514651957752
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651969831
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651969918
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651977902
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514651977903
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514651989008
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514651992365
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.201002161416,"org.eclipse.cdt.managedbuilder.ui",1514651994216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514652012397
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1514652012514
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514652020919
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514652023338
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652023884
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514652027379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514652046749
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514652048163
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1514652048206
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514652048512
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1514652051534
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652056245
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1514652063360
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652066218
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.opendecl",1514652068036
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652068096
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652068155
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1514652097502
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1514652099913
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652101660
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652101725
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.opendecl",1514652129630
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652129690
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652134174
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.opendecl",1514652153094
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652158022
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652161873
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652166801
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652178040
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1514652187809
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652189764
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652191832
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1514652196165
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652220435
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1514652236473
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652239174
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652240982
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1514652242612
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1514652244888
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1514652274893
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1514652276578
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1514652279131
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1514652281226
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1514652284548
